term,definition,notes,category,theme_primary,register,authority_requirement,proof_type,exposure_cost,overuse_penalty,silence_preferred_when_blocked,replacement_if_blocked,cultural_specificity,scene_weight,era_scene,usage_mode,rap_shorthand_term
"Lyrics about escaping the ""mental plantation"" of debt","Lyrics about escaping the ""mental plantation"" of debt — a luxury-culture reference used to signal taste, access, or status.","""Free Your Mind"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,Lyrics
social media addiction,"social media addiction — a luxury-culture reference used to signal taste, access, or status.","""Free Your Mind"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,SMA
and 9-to-5 labor.,"and 9-to-5 labor. — a luxury-culture reference used to signal taste, access, or status.","""Free Your Mind"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,A9T5L
"When a rapper sees something ""off"" in the industry (like a sudden death or a weird contract)","When a rapper sees something ""off"" in the industry (like a sudden death or a weird contract) — a luxury-culture reference used to signal taste, access, or status.","The ""Glitch"": motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,When
they describe it as a glitch in the Matrix.,"they describe it as a glitch in the Matrix. — a luxury-culture reference used to signal taste, access, or status.","The ""Glitch"": motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,They
"The woman who was there before the fame. She represents ""Loyalty"" and ""Realness."" She is the one the rapper ""buys the house"" for.","The woman who was there before the fame. She represents ""Loyalty"" and ""Realness."" She is the one the rapper ""buys the house"" for. — a luxury-culture reference used to signal taste, access, or status.","The ""Main"" / ""First Lady motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,The
A woman with a massive social media following. To the rapper,"A woman with a massive social media following. To the rapper — a luxury-culture reference used to signal taste, access, or status.","The ""Instagram Model"" / ""Vixen"": motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,A
"she is a ""Trophy."" Being seen with her is a ""flex"" that proves his ""High Value"" status.","she is a ""Trophy."" Being seen with her is a ""flex"" that proves his ""High Value"" status. — a luxury-culture reference used to signal taste, access, or status.","The ""Instagram Model"" / ""Vixen"": motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,She
"A woman who is ""delicate"" and ""expensive."" This archetype focuses on high-end fashion","A woman who is ""delicate"" and ""expensive."" This archetype focuses on high-end fashion — a luxury-culture reference used to signal taste, access, or status.","The ""Fine China"": motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,pattern / logo print / outerwear,scene,0.5,modern,implication,A
"""clean"" aesthetics","""clean"" aesthetics — a luxury-culture reference used to signal taste, access, or status.","The ""Fine China"": motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,CA
"and a lifestyle that requires constant financial maintenance (the ""Princess Treatment"").","and a lifestyle that requires constant financial maintenance (the ""Princess Treatment""). — a luxury-culture reference used to signal taste, access, or status.","The ""Fine China"": motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,And
"A woman who is just as ""toxic"" as the rapper. She is idolized for her ability to ""finesse"" men and her emotional detachment.","A woman who is just as ""toxic"" as the rapper. She is idolized for her ability to ""finesse"" men and her emotional detachment. — a luxury-culture reference used to signal taste, access, or status.","The ""City Girl"" / ""Scammer"": motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,A
Posting a photo where only the man's watch or hand is visible.,"Creating ""mystery"" around who is ""sponsoring"" the lifestyle.","""Soft Launch"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,Posting
"Old photos of a woman before she had ""work"" (surgery) done.","Used by rivals to suggest a woman’s beauty isn't ""organic.""","""The Archives"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,pattern / logo print / outerwear,scene,0.5,modern,implication,Old
General term for a high-level attractive woman.,"The baseline requirement for being in the rapper's ""rotation.""","""Fiy"" / ""Baddie"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,General
"A woman who is frequently out at the ""hot spots"" (clubs/restaurants).","Can be a compliment (socialite) or a red flag (not ""wifey"" material).","""Active"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,A
A rapper noticing a woman’s Instagram story.,"The modern ""first move"" in the courtship narrative.","""Viewed the Story"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,A
Having the Blue Checkmark.,"In this world, a Blue Check is seen as a ""social credit score"" that makes someone more ""reachable.""","""Verified"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,HTBC
"The idea that a man should never have just one woman. He has a ""bench"" of women he can call at any time.","The idea that a man should never have just one woman. He has a ""bench"" of women he can call at any time. — a luxury-culture reference used to signal taste, access, or status.","The ""Roster"" / ""Rotation"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,The
Returning to an ex-partner only for physical reasons,"Returning to an ex-partner only for physical reasons — a luxury-culture reference used to signal taste, access, or status.","""Spinning Back"": motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,Returning
never emotional ones.,"never emotional ones. — a luxury-culture reference used to signal taste, access, or status.","""Spinning Back"": motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,premium / upscale,scene,0.5,modern,implication,NEO
"The hierarchy of transportation. Sending a ""Private Jet"" is the ultimate ""Tricking"" flex; sending an ""Uber"" is a sign of low effort or ""treating her like a local.""","The hierarchy of transportation. Sending a ""Private Jet"" is the ultimate ""Tricking"" flex; sending an ""Uber"" is a sign of low effort or ""treating her like a local."" — a luxury-culture reference used to signal taste, access, or status.","Sending the Jet / Uber XL"" motif; used when implying status through context, not declaration.",contextual_signal,wealth_lifestyle,coded,earned,implication,0.6,0.7,True,private jet / flight / tarmac,scene,0.5,modern,implication,The
